code,color,y,x1,x2,x3,x4,x5,x6,x7,Overduearea,Planneddeliveryarea,Province,City,Region,province_additional,city_additional,region_additional,firm_id,completion_pct,months_overdue,offset_discount,gov_intervention,contractor_litigation,contractor_soe,Overdue,Planned,O_rate,O_rate_clipped,full_overdue_incidence,completion_stage,completion_low_proxy,x1_int,x1_int_w,supplement_complete
hnqy055,2.0,25376.500000000004,20.251932999999998,0.0,1.1216243,2.4829131,0.7964985177890068,0.05270960946459299,0.25170903489386925,25376.500000000004,55867.409999999996,Hunan,永州市,Central area,Hunan,永州市,Central area,1.0,3.0,1.0,0.95,1.0,0.0,0.0,25376.500000000004,55867.409999999996,0.4542272498402916,0.4542272498402916,0.0,3.0,0.0,0.0003624999440639901,0.0003624999440639901,1
hnsq148,1.0,45339.49,0.0,0.0,1.033355,3.4261934,1.0028625166076264,0.008970670937271734,0.5575526018541407,45339.49,140431.77,Henan,商丘市,Central area,Henan,商丘市,Central area,0.0,3.0,4.0,0.85,2.0,0.0,0.0,45339.49,140431.77,0.32285778353430994,0.32285778353430994,0.0,3.0,0.0,0.0,0.0,1
hnsy056,1.0,28191.769999999997,3.8708904,1.0,1.7108754,0.29767787,0.7964985177890068,0.05270960946459299,0.25170903489386925,28191.769999999997,28191.769999999997,Hunan,邵阳市,Central area,Hunan,邵阳市,Central area,2.0,1.0,4.0,0.85,2.0,0.0,0.0,28191.769999999997,28191.769999999997,1.0,0.9999,1.0,1.0,1.0,0.00013730568885884074,0.00013730568885884074,1
hnsy084,1.0,66791.56,12.112135,0.0,1.0112108,4.0127108,0.7964985177890068,0.05270960946459299,0.25170903489386925,66791.56,66791.56,Hunan,邵阳市,Central area,Hunan,邵阳市,Central area,2.0,2.0,3.0,0.95,2.0,0.0,0.0,66791.56,66791.56,1.0,0.9999,1.0,2.0,1.0,0.00018134229833829306,0.00018134229833829306,1
hnsy109,1.0,12423.1,25.649805999999998,0.0,2.1220827,0.46283305,0.5358266188939392,0.015024725850280807,0.42157744923379037,12423.1,12423.1,Hainan,三亚市,Eastern area,Hainan,三亚市,Eastern area,0.0,4.0,3.0,1.0,1.0,0.0,1.0,12423.1,12423.1,1.0,0.9999,1.0,4.0,0.0,0.002064686430923038,0.002064686430923038,1
hnsy130,2.0,27608.100000000002,3.3175617,0.0,0.20982491,0.49498823,0.7964985177890068,0.05270960946459299,0.25170903489386925,27608.100000000002,27608.100000000002,Hunan,邵阳市,Central area,Hunan,邵阳市,Central area,2.0,1.0,2.0,0.85,0.0,0.0,0.0,27608.100000000002,27608.100000000002,1.0,0.9999,1.0,1.0,1.0,0.00012016624468905865,0.00012016624468905865,1
hnwc082,2.0,56043.36,0.001,0.0,1.0297453,1.1123994,0.5358266188939392,0.015024725850280807,0.42157744923379037,56043.36,56043.36,Hainan,海口市,Eastern area,Hainan,海口市,Eastern area,0.0,3.0,3.0,1.2,0.0,1.0,1.0,56043.36,56043.36,1.0,0.9999,1.0,3.0,0.0,1.7843327023932897e-08,1.7843327023932897e-08,1
hnxx044,2.0,13995.63,63.518841,0.0,1.1980762,5.9590862,0.7964985177890068,0.05270960946459299,0.25170903489386925,13995.63,39347.86,Hunan,吉首市,Central area,Hunan,吉首市,Central area,3.0,2.0,3.0,1.3,0.0,1.0,1.0,13995.63,39347.86,0.35568973763757417,0.35568973763757417,0.0,2.0,1.0,0.0016142895954189122,0.0016142895954189122,1
hnyy032,1.0,34576.17,9.6916289,0.0,1.0720473,1.5353644,0.7964985177890068,0.05270960946459299,0.25170903489386925,34576.17,34576.17,Hunan,岳阳市,Central area,Hunan,岳阳市,Central area,2.0,1.0,2.0,0.95,1.0,1.0,0.0,34576.17,34576.17,1.0,0.9999,1.0,1.0,1.0,0.00028029793062678716,0.00028029793062678716,1
hnyy059,3.0,17356.42,20.320954999999998,0.0,1.239881,0.44330325,0.7964985177890068,0.05270960946459299,0.25170903489386925,17356.42,17356.42,Hunan,岳阳市,Central area,Hunan,岳阳市,Central area,3.0,1.0,3.0,1.05,1.0,1.0,1.0,17356.42,17356.42,1.0,0.9999,1.0,1.0,1.0,0.0011708033684365785,0.0011708033684365785,1
hnyy073,1.0,96995.90000000001,0.0,0.0,1.3326009,0.9539982,0.7964985177890068,0.05270960946459299,0.25170903489386925,96995.90000000001,96995.90000000001,Hunan,益阳市,Central area,Hunan,益阳市,Central area,3.0,4.0,1.0,0.9,1.0,1.0,1.0,96995.90000000001,96995.90000000001,1.0,0.9999,1.0,4.0,0.0,0.0,0.0,1
hnyy087,3.0,75287.2,8.364697999999999,0.0,2.3060708,1.0469271,0.7964985177890068,0.05270960946459299,0.25170903489386925,75287.2,75287.2,Hunan,益阳市,Central area,Hunan,益阳市,Central area,0.0,1.0,4.0,0.95,1.0,0.0,0.0,75287.2,75287.2,1.0,0.9999,1.0,1.0,1.0,0.00011110385297899243,0.00011110385297899243,1
hnyy164,1.0,37186.96,0.50354128,1.0,1.017366,3.8153018,0.7964985177890068,0.05270960946459299,0.25170903489386925,37186.96,37186.96,Hunan,益阳市,Central area,Hunan,益阳市,Central area,3.0,3.0,3.0,0.95,1.0,0.0,1.0,37186.96,37186.96,1.0,0.9999,1.0,3.0,0.0,1.3540802474846021e-05,1.3540802474846021e-05,1
hnzz034,3.0,51626.37,0.0,0.0,1.4173601,9.2574892,1.0028625166076264,0.008970670937271734,0.5575526018541407,51626.37,51626.37,Henan,郑州市,Central area,Henan,郑州市,Central area,0.0,5.0,3.0,1.2,1.0,0.0,0.0,51626.37,51626.37,1.0,0.9999,1.0,5.0,0.0,0.0,0.0,1
hnzz146,1.0,58977.72,1.0650543000000001,0.0,1.1361185,12.377951,1.0028625166076264,0.008970670937271734,0.5575526018541407,58977.72,58977.72,Henan,郑州市,Central area,Henan,郑州市,Central area,0.0,2.0,4.0,1.2,3.0,0.0,1.0,58977.72,58977.72,1.0,0.9999,1.0,2.0,1.0,1.8058587208864638e-05,1.8058587208864638e-05,1
hsnt063,2.0,81575.15999999999,47.667446,0.0,1.4698966,0.38812285,0.9150533164260033,0.016125056146342066,0.23917430379723265,81575.15999999999,81575.15999999999,Jiangsu,南通市,Eastern area,Jiangsu,南通市,Eastern area,0.0,4.0,2.0,1.1,1.0,0.0,0.0,81575.15999999999,81575.15999999999,1.0,0.9999,1.0,4.0,0.0,0.0005843377567386935,0.0005843377567386935,1
hstz129,1.0,117592.32,35.450129000000004,0.0,1.1248221,4.3388089,0.9150533164260033,0.016125056146342066,0.23917430379723265,117592.32,117592.32,Jiangsu,泰州市,Eastern area,Jiangsu,泰州市,Eastern area,1.0,3.0,3.0,0.85,1.0,1.0,1.0,117592.32,117592.32,1.0,0.9999,1.0,3.0,0.0,0.0003014663627692693,0.0003014663627692693,1
jscz078,3.0,99961.87000000001,150.48593,1.0,1.6218588,1.5362015,1.0321278545865147,0.01763398245169923,0.23148078413144615,99961.87000000001,99961.87000000001,Jiangsu,常州市,Eastern area,Jiangsu,常州市,Eastern area,1.0,5.0,2.0,1.1,1.0,0.0,1.0,99961.87000000001,99961.87000000001,1.0,0.9999,1.0,5.0,0.0,0.0015054333217255737,0.0015054333217255737,1
jxgz076,1.0,36931.22,27.436943,0.0,1.1785471,2.2016395,0.807361772185228,0.016588249431729908,0.2119181447373691,36931.22,125679.25,Jiangxi,赣州市,Central area,Jiangxi,赣州市,Central area,0.0,4.0,4.0,1.05,2.0,1.0,1.0,36931.22,125679.25,0.2938529629990631,0.2938529629990631,0.0,4.0,0.0,0.0002183092515272012,0.0002183092515272012,1
jxjg158,2.0,12912.16,0.0,0.0,1.0944389,8.2076397,0.807361772185228,0.016588249431729908,0.2119181447373691,12912.16,12912.16,Jiangxi,吉安市,Central area,Jiangxi,吉安市,Central area,0.0,4.0,2.0,1.05,2.0,0.0,0.0,12912.16,12912.16,1.0,0.9999,1.0,4.0,0.0,0.0,0.0,1
jxjx094,2.0,12578.67,57.020044,0.0,0.84866259,2.756818,0.807361772185228,0.016588249431729908,0.2119181447373691,12578.67,12578.67,Jiangxi,新余市,Central area,Jiangxi,新余市,Central area,0.0,1.0,1.0,1.05,1.0,0.0,1.0,12578.67,12578.67,1.0,0.9999,1.0,1.0,1.0,0.004533074164438688,0.004533074164438688,1
jxpx097,2.0,39923.9,22.409407,0.0,1.3816807,2.401662,0.807361772185228,0.016588249431729908,0.2119181447373691,39923.9,96510.29,Jiangxi,萍乡市,Central area,Jiangxi,萍乡市,Central area,0.0,3.0,2.0,1.0,3.0,1.0,1.0,39923.9,96510.29,0.41367505993402365,0.41367505993402365,0.0,3.0,0.0,0.00023219707452956575,0.00023219707452956575,1
jxsr126,1.0,63975.38,14.188197,1.0,1.2355028,0.57240863,0.807361772185228,0.016588249431729908,0.2119181447373691,63975.38,63975.38,Jiangxi,上饶市,Central area,Jiangxi,上饶市,Central area,0.0,2.0,1.0,1.0,1.0,0.0,0.0,63975.38,63975.38,1.0,0.9999,1.0,2.0,1.0,0.000221775892538661,0.000221775892538661,1
jxyc107,1.0,45329.46,90.449217,0.0,1.1792807,1.2388636,0.807361772185228,0.016588249431729908,0.2119181447373691,45329.46,45329.46,Jiangxi,宜春市,Central area,Jiangxi,宜春市,Central area,3.0,1.0,1.0,1.05,2.0,0.0,0.0,45329.46,45329.46,1.0,0.9999,1.0,1.0,1.0,0.00199537380326172,0.00199537380326172,1
ldqd053,2.0,8328.46,43.80451,1.0,1.1232396,1.2356858,0.8467148355855535,0.016559034321694505,0.9495546659761421,8328.46,8328.46,Shandong,青岛市,Eastern area,Shandong,青岛市,Eastern area,2.0,1.0,2.0,1.0,0.0,1.0,0.0,8328.46,8328.46,1.0,0.9999,1.0,1.0,1.0,0.0052596170240356566,0.0052596170240356566,1
ldqd071,1.0,50163.12,49.010044,1.0,0.89131801,5.2497279,0.8467148355855535,0.016559034321694505,0.9495546659761421,50163.12,50163.12,Shandong,青岛市,Eastern area,Shandong,青岛市,Eastern area,0.0,4.0,2.0,0.9,3.0,1.0,1.0,50163.12,50163.12,1.0,0.9999,1.0,4.0,0.0,0.0009770134712513894,0.0009770134712513894,1
ldqd165,1.0,73831.56,105.16799999999999,1.0,2.045162,1.0574721,0.8467148355855535,0.016559034321694505,0.9495546659761421,73831.56,73831.56,Shandong,青岛市,Eastern area,Shandong,青岛市,Eastern area,0.0,3.0,4.0,1.2,2.0,1.0,1.0,73831.56,73831.56,1.0,0.9999,1.0,3.0,0.0,0.0014244315032758347,0.0014244315032758347,1
ldwh061,1.0,20211.7,4.4510219,1.0,0.82209979,1.4536956,0.8467148355855535,0.016559034321694505,0.9495546659761421,20211.7,20211.7,Shandong,威海市,Eastern area,Shandong,威海市,Eastern area,2.0,1.0,2.0,1.0,2.0,0.0,1.0,20211.7,20211.7,1.0,0.9999,1.0,1.0,1.0,0.00022022006560556506,0.00022022006560556506,1
ldwh161,3.0,11336.5,0.0,0.0,0.00309649,190.14865,0.8467148355855535,0.016559034321694505,0.9495546659761421,11336.5,11336.5,Shandong,威海市,Eastern area,Shandong,威海市,Eastern area,2.0,5.0,3.0,0.85,1.0,0.0,0.0,11336.5,11336.5,1.0,0.9999,1.0,5.0,0.0,0.0,0.0,1
ldyt024,1.0,88948.0,57.149508999999995,1.0,1.8185416,1.0758443,0.8467148355855535,0.016559034321694505,0.9495546659761421,88948.0,88948.0,Shandong,烟台市,Eastern area,Shandong,烟台市,Eastern area,3.0,2.0,1.0,1.2,3.0,1.0,1.0,88948.0,88948.0,1.0,0.9999,1.0,2.0,1.0,0.0006425047106174394,0.0006425047106174394,1
ldyt066,1.0,28364.699999999997,32.791574999999995,0.0,1.2391595,2.0535877,0.8467148355855535,0.016559034321694505,0.9495546659761421,28364.699999999997,28364.699999999997,Shandong,烟台市,Eastern area,Shandong,烟台市,Eastern area,2.0,2.0,4.0,1.05,3.0,0.0,1.0,28364.699999999997,28364.699999999997,1.0,0.9999,1.0,2.0,1.0,0.0011560698685337762,0.0011560698685337762,1
ldyt111,2.0,21893.899999999998,37.671638,0.0,1.4017437,1.2005098,0.8467148355855535,0.016559034321694505,0.9495546659761421,21893.899999999998,55476.520000000004,Shandong,烟台市,Eastern area,Shandong,烟台市,Eastern area,3.0,1.0,4.0,0.9,1.0,0.0,1.0,21893.899999999998,55476.520000000004,0.39465164721940016,0.39465164721940016,0.0,1.0,1.0,0.0006790555355671192,0.0006790555355671192,1
ldyt124,3.0,83363.0,135.85075999999998,1.0,1.3038291,3.1863084,0.8467148355855535,0.016559034321694505,0.9495546659761421,83363.0,83363.0,Shandong,烟台市,Eastern area,Shandong,烟台市,Eastern area,3.0,1.0,2.0,1.1,1.0,0.0,0.0,83363.0,83363.0,1.0,0.9999,1.0,1.0,1.0,0.001629628972085937,0.001629628972085937,1
ldyt135,1.0,50510.78999999999,31.261648,0.0,1.4938081,1.0387869,0.8467148355855535,0.016559034321694505,0.9495546659761421,50510.78999999999,50510.78999999999,Shandong,烟台市,Eastern area,Shandong,烟台市,Eastern area,2.0,1.0,3.0,1.05,2.0,1.0,1.0,50510.78999999999,50510.78999999999,1.0,0.9999,1.0,1.0,1.0,0.0006189102961961198,0.0006189102961961198,1
scdz052,1.0,77116.66,4.3428217,0.0,1.3117553,0.52710823,0.833973144114031,0.03255570365183585,0.37872732400377085,77116.66,152622.85,Sichuan,达州市,Western area,Sichuan,达州市,Western area,2.0,1.0,3.0,1.0,1.0,1.0,1.0,77116.66,152622.85,0.5052759793176448,0.5052759793176448,0.0,1.0,1.0,2.845459706721503e-05,2.845459706721503e-05,1
scdz172,1.0,47532.02,13.139233999999998,1.0,2.3060708,3.2074696,0.833973144114031,0.03255570365183585,0.37872732400377085,47532.02,114308.70000000001,Sichuan,达州市,Western area,Sichuan,达州市,Western area,2.0,1.0,3.0,1.2,1.0,0.0,1.0,47532.02,114308.70000000001,0.41582154289218576,0.41582154289218576,0.0,1.0,1.0,0.00011494517915084325,0.00011494517915084325,1
scms125,1.0,41450.55,0.00020993999999999999,1.0,2.3060708,1.3003157,0.833973144114031,0.03255570365183585,0.37872732400377085,41450.55,41450.55,Sichuan,成都市,Western area,Sichuan,成都市,Western area,0.0,1.0,1.0,0.95,1.0,0.0,0.0,41450.55,41450.55,1.0,0.9999,1.0,1.0,1.0,5.0648302616008704e-09,5.0648302616008704e-09,1
scmy145,1.0,27313.75,0.0,0.0,0.94047927,4.067107,0.833973144114031,0.03255570365183585,0.37872732400377085,27313.75,27313.75,Sichuan,绵阳市,Western area,Sichuan,绵阳市,Western area,1.0,3.0,2.0,1.2,2.0,1.0,1.0,27313.75,27313.75,1.0,0.9999,1.0,3.0,0.0,0.0,0.0,1
scnj001,1.0,20752.52,7.948310800000001,0.0,1.7525051,0.5706117557904966,0.833973144114031,0.03255570365183585,0.37872732400377085,20752.52,20752.52,Sichuan,内江市,Western area,Sichuan,内江市,Western area,1.0,5.0,2.0,0.9,3.0,0.0,0.0,20752.52,20752.52,1.0,0.9999,1.0,5.0,0.0,0.00038300460859693185,0.00038300460859693185,1
scsn132,2.0,39705.78,31.169225,1.0,1.1359892,0.5102226,0.833973144114031,0.03255570365183585,0.37872732400377085,39705.78,39705.78,Sichuan,遂宁市,Western area,Sichuan,遂宁市,Western area,2.0,1.0,1.0,0.9,0.0,1.0,1.0,39705.78,39705.78,1.0,0.9999,1.0,1.0,1.0,0.0007850047272714452,0.0007850047272714452,1
sczg169,1.0,57682.92,0.0,0.0,2.3060708,3.2074696,0.833973144114031,0.03255570365183585,0.37872732400377085,57682.92,57682.92,Sichuan,自贡市,Western area,Sichuan,自贡市,Western area,3.0,3.0,2.0,1.05,1.0,0.0,0.0,57682.92,57682.92,1.0,0.9999,1.0,3.0,0.0,0.0,0.0,1
sdbz101,2.0,35051.88,0.0,0.0,0.99804852,1.4061149,0.6899470327975797,0.019919818030096056,0.09335376053505097,35051.88,56367.719999999994,Shandong,滨州市,Eastern area,Shandong,滨州市,Eastern area,1.0,3.0,4.0,1.2,0.0,1.0,1.0,35051.88,56367.719999999994,0.6218431400099206,0.6218431400099206,0.0,3.0,0.0,0.0,0.0,1
sdbz143,1.0,93881.4,59.498267999999996,1.0,2.4201268,1.0200878,0.6899470327975797,0.019919818030096056,0.09335376053505097,93881.4,93881.4,Shandong,滨州市,Eastern area,Shandong,滨州市,Eastern area,3.0,1.0,3.0,1.1,3.0,0.0,0.0,93881.4,93881.4,1.0,0.9999,1.0,1.0,1.0,0.0006337599141043913,0.0006337599141043913,1
sddz021,1.0,38090.45,77.876704,1.0,1.2887246,1.4273618,0.6899470327975797,0.019919818030096056,0.09335376053505097,38090.45,38090.45,Shandong,德州市,Eastern area,Shandong,德州市,Eastern area,1.0,2.0,2.0,1.3,1.0,1.0,0.0,38090.45,38090.45,1.0,0.9999,1.0,2.0,1.0,0.002044520450664143,0.002044520450664143,1
sddz050,1.0,50460.310000000005,26.067559000000003,1.0,2.3060708,1.9191937,0.6899470327975797,0.019919818030096056,0.09335376053505097,50460.310000000005,50460.310000000005,Shandong,德州市,Eastern area,Shandong,德州市,Eastern area,1.0,1.0,2.0,1.1,3.0,0.0,0.0,50460.310000000005,50460.310000000005,1.0,0.9999,1.0,1.0,1.0,0.000516595300345955,0.000516595300345955,1
sddz138,1.0,5540.32,0.0,0.0,1.6077308,1.7339316,0.6899470327975797,0.019919818030096056,0.09335376053505097,5540.32,5540.32,Shandong,德州市,Eastern area,Shandong,德州市,Eastern area,1.0,3.0,1.0,1.0,2.0,0.0,0.0,5540.32,5540.32,1.0,0.9999,1.0,3.0,0.0,0.0,0.0,1
sddz141,1.0,14609.43,28.211668,0.0,1.0888065,2.6576484,0.6899470327975797,0.019919818030096056,0.09335376053505097,14609.43,51720.32,Shandong,德州市,Eastern area,Shandong,德州市,Eastern area,2.0,2.0,3.0,0.85,2.0,1.0,0.0,14609.43,51720.32,0.2824698300397213,0.2824698300397213,0.0,2.0,1.0,0.0005454658439854973,0.0005454658439854973,1
sdhz068,1.0,70469.62,27.938004999999997,0.0,1.1900518,3.5028758,0.6899470327975797,0.019919818030096056,0.09335376053505097,70469.62,70469.62,Shandong,菏泽市,Eastern area,Shandong,菏泽市,Eastern area,0.0,1.0,3.0,1.2,3.0,0.0,1.0,70469.62,70469.62,1.0,0.9999,1.0,1.0,1.0,0.00039645459986870936,0.00039645459986870936,1
sdlc060,1.0,67345.4,26.854283,0.0,1.0922967,2.1986635,0.6899470327975797,0.019919818030096056,0.09335376053505097,67345.4,67345.4,Shandong,聊城市,Eastern area,Shandong,聊城市,Eastern area,1.0,1.0,1.0,1.2,2.0,1.0,0.0,67345.4,67345.4,1.0,0.9999,1.0,1.0,1.0,0.00039875452517915106,0.00039875452517915106,1
sdly065,1.0,38764.590000000004,0.0,0.0,1.1792515,1.7056175,0.6899470327975797,0.019919818030096056,0.09335376053505097,38764.590000000004,67747.04,Shandong,临沂市,Eastern area,Shandong,临沂市,Eastern area,3.0,1.0,2.0,1.0,1.0,1.0,1.0,38764.590000000004,67747.04,0.5721960693780866,0.5721960693780866,0.0,1.0,1.0,0.0,0.0,1
sdrz038,1.0,44980.42,12.190324,0.0,1.7944669,0.48747517,0.6899470327975797,0.019919818030096056,0.09335376053505097,44980.42,44980.42,Shandong,日照市,Eastern area,Shandong,日照市,Eastern area,1.0,3.0,4.0,0.9,1.0,0.0,1.0,44980.42,44980.42,1.0,0.9999,1.0,3.0,0.0,0.0002710140100959484,0.0002710140100959484,1
sdrz057,2.0,59340.12,100.31117,1.0,1.0033015,4.9636753,0.6899470327975797,0.019919818030096056,0.09335376053505097,59340.12,59340.12,Shandong,日照市,Eastern area,Shandong,日照市,Eastern area,3.0,2.0,1.0,1.0,3.0,0.0,1.0,59340.12,59340.12,1.0,0.9999,1.0,2.0,1.0,0.0016904443401867066,0.0016904443401867066,1
sdta036,2.0,22949.920000000002,0.0,1.0,1.4243688,1.2772907,0.6899470327975797,0.019919818030096056,0.09335376053505097,22949.920000000002,22949.920000000002,Shandong,泰安市,Eastern area,Shandong,泰安市,Eastern area,1.0,2.0,2.0,0.8,0.0,1.0,0.0,22949.920000000002,22949.920000000002,1.0,0.9999,1.0,2.0,1.0,0.0,0.0,1
sdta103,1.0,33700.53,10.837054,0.0,0.58595329,2.3418416,0.6899470327975797,0.019919818030096056,0.09335376053505097,33700.53,33700.53,Shandong,泰安市,Eastern area,Shandong,泰安市,Eastern area,2.0,1.0,2.0,0.9,1.0,0.0,0.0,33700.53,33700.53,1.0,0.9999,1.0,1.0,1.0,0.00032156924535014733,0.00032156924535014733,1
sdwf166,1.0,1515.43,45.783324,1.0,1.3008019,0.91552823,0.6899470327975797,0.019919818030096056,0.09335376053505097,1515.43,1515.43,Shandong,潍坊市,Eastern area,Shandong,潍坊市,Eastern area,2.0,3.0,1.0,0.85,1.0,0.0,0.0,1515.43,1515.43,1.0,0.9999,1.0,3.0,0.0,0.0302114409771484,0.0052629059557333276,1
sdzz045,1.0,32178.91,59.061246000000004,1.0,1.3945838,1.1130533,0.6899470327975797,0.019919818030096056,0.09335376053505097,32178.91,32178.91,Shandong,枣庄市,Eastern area,Shandong,枣庄市,Eastern area,1.0,3.0,4.0,0.9,1.0,1.0,1.0,32178.91,32178.91,1.0,0.9999,1.0,3.0,0.0,0.001835402317853526,0.001835402317853526,1
sdzz131,1.0,7115.12,0.0,1.0,148.5982,0.00140317,0.6899470327975797,0.019919818030096056,0.09335376053505097,7115.12,7115.12,Shandong,枣庄市,Eastern area,Shandong,枣庄市,Eastern area,2.0,3.0,2.0,1.3,2.0,1.0,1.0,7115.12,7115.12,1.0,0.9999,1.0,3.0,0.0,0.0,0.0,1
sxdt058,2.0,147232.50999999998,0.0,0.0,1.7014898,4.1408454,0.6783565084150279,0.014762529025704126,0.19665238540883978,147232.50999999998,147232.50999999998,Shanxi,大同市,Central area,Shanxi,大同市,Central area,0.0,1.0,2.0,0.8,3.0,1.0,1.0,147232.50999999998,147232.50999999998,1.0,0.9999,1.0,1.0,1.0,0.0,0.0,1
sxdt079,3.0,142558.0,103.51698,0.0,1.4493736,0.51591175,0.6783565084150279,0.014762529025704126,0.19665238540883978,142558.0,142558.0,Shanxi,大同市,Central area,Shanxi,大同市,Central area,3.0,1.0,1.0,0.8,1.0,0.0,0.0,142558.0,142558.0,1.0,0.9999,1.0,1.0,1.0,0.0007261393958950042,0.0007261393958950042,1
sxdt113,2.0,66614.34,57.547804,0.0,1.3243634,1.444269,0.6783565084150279,0.014762529025704126,0.19665238540883978,66614.34,85981.67,Shanxi,大同市,Central area,Shanxi,大同市,Central area,1.0,1.0,4.0,1.05,0.0,0.0,0.0,66614.34,85981.67,0.7747504787939103,0.7747504787939103,0.0,1.0,1.0,0.000669303166593531,0.000669303166593531,1
sxjz112,1.0,12316.039999999999,29.095814999999998,1.0,1.0178786,0.3507489,0.6783565084150279,0.014762529025704126,0.19665238540883978,12316.039999999999,44187.34,Shanxi,太原市,Central area,Shanxi,太原市,Central area,1.0,5.0,3.0,1.2,1.0,0.0,1.0,12316.039999999999,44187.34,0.2787232723218913,0.2787232723218913,0.0,5.0,0.0,0.000658464958515267,0.000658464958515267,1
sxlf128,1.0,52095.799999999996,2.353926,0.0,1.2957669,1.9006271,0.6783565084150279,0.014762529025704126,0.19665238540883978,52095.799999999996,52095.799999999996,Shanxi,临汾市,Central area,Shanxi,临汾市,Central area,0.0,1.0,4.0,0.8,1.0,1.0,0.0,52095.799999999996,52095.799999999996,1.0,0.9999,1.0,1.0,1.0,4.518456382280338e-05,4.518456382280338e-05,1
sxll085,1.0,86921.68000000001,14.254719,1.0,1.7981826,0.78990772,0.6783565084150279,0.014762529025704126,0.19665238540883978,86921.68000000001,86921.68000000001,Shanxi,临汾市,Central area,Shanxi,临汾市,Central area,2.0,3.0,1.0,1.3,1.0,0.0,1.0,86921.68000000001,86921.68000000001,1.0,0.9999,1.0,3.0,0.0,0.00016399497800778813,0.00016399497800778813,1
sxll093,3.0,89679.78,0.0,0.0,1.0001315,7.2080168,0.6783565084150279,0.014762529025704126,0.19665238540883978,89679.78,176324.53000000003,Shanxi,临汾市,Central area,Shanxi,临汾市,Central area,3.0,1.0,1.0,0.9,1.0,0.0,1.0,89679.78,176324.53000000003,0.5086063748475609,0.5086063748475609,0.0,1.0,1.0,0.0,0.0,1
sxty040,1.0,66155.04,0.0,0.0,1.0866238,1.9170868,0.6783565084150279,0.014762529025704126,0.19665238540883978,66155.04,192072.43,Shanxi,太原市,Central area,Shanxi,太原市,Central area,1.0,4.0,4.0,0.8,2.0,0.0,0.0,66155.04,192072.43,0.34442756828765064,0.34442756828765064,0.0,4.0,0.0,0.0,0.0,1
sxty054,2.0,118708.51,285.90215,0.0,1.4806117,0.5346482,0.6783565084150279,0.014762529025704126,0.19665238540883978,118708.51,118708.51,Shanxi,太原市,Central area,Shanxi,太原市,Central area,3.0,1.0,3.0,1.3,3.0,1.0,1.0,118708.51,118708.51,1.0,0.9999,1.0,1.0,1.0,0.0024084385357039696,0.0024084385357039696,1
sxty171,1.0,94374.18,6.1785965,0.0,2.3060708,3.2074696,0.6783565084150279,0.014762529025704126,0.19665238540883978,94374.18,238545.38,Shanxi,太原市,Central area,Shanxi,太原市,Central area,3.0,3.0,1.0,0.9,2.0,1.0,1.0,94374.18,238545.38,0.39562359162017724,0.39562359162017724,0.0,3.0,0.0,2.5901136714532054e-05,2.5901136714532054e-05,1
sxty174,1.0,109695.86,237.18866000000003,0.0,2.3060708,3.2074696,0.6783565084150279,0.014762529025704126,0.19665238540883978,109695.86,109695.86,Shanxi,太原市,Central area,Shanxi,太原市,Central area,2.0,1.0,4.0,1.05,2.0,1.0,0.0,109695.86,109695.86,1.0,0.9999,1.0,1.0,1.0,0.0021622389395552395,0.0021622389395552395,1
sxxa168,1.0,126911.72,22.041030999999997,0.0,2.3060708,3.2074696,0.7151257660917754,0.02042891243052803,0.18704700932303947,126911.72,332953.93,Shaanxi,西安市,Western area,Shaanxi,西安市,Western area,0.0,3.0,4.0,1.2,3.0,0.0,1.0,126911.72,332953.93,0.38116901037930384,0.38116901037930384,0.0,3.0,0.0,6.619844072722012e-05,6.619844072722012e-05,1
sxzz163,1.0,32509.760000000002,9.4860173,1.0,1.2385408,0.39635205,0.6783565084150279,0.014762529025704126,0.19665238540883978,32509.760000000002,120263.28,Shanxi,长治市,Central area,Shanxi,长治市,Central area,0.0,5.0,2.0,1.05,1.0,1.0,0.0,32509.760000000002,120263.28,0.27032158111769444,0.27032158111769444,0.0,5.0,0.0,7.887708783595458e-05,7.887708783595458e-05,1
xbcj041,1.0,156653.21,0.0,0.0,1.2885546,1.1570352,0.69177574771193,0.03045135059379122,0.2527564278261851,156653.21,156653.21,Xinjiang Uygur,乌鲁木齐市,Western area,Xinjiang Uygur,乌鲁木齐市,Western area,3.0,1.0,2.0,1.0,3.0,0.0,1.0,156653.21,156653.21,1.0,0.9999,1.0,1.0,1.0,0.0,0.0,1
xbgn072,2.0,29629.04,6.1506862,0.0,1.2282567,0.54061576,0.69177574771193,0.03045135059379122,0.2527564278261851,29629.04,29629.04,Gansu,临夏市,Western area,Gansu,临夏市,Western area,2.0,1.0,2.0,0.9,0.0,0.0,0.0,29629.04,29629.04,1.0,0.9999,1.0,1.0,1.0,0.0002075897902868267,0.0002075897902868267,1
xbls064,3.0,99108.09000000001,145.16891999999999,0.0,2.2287061,0.16780986,0.69177574771193,0.03045135059379122,0.2527564278261851,99108.09000000001,99108.09000000001,Tibet,拉萨市,Western area,Tibet,拉萨市,Western area,0.0,3.0,1.0,0.85,2.0,1.0,0.0,99108.09000000001,99108.09000000001,1.0,0.9999,1.0,3.0,0.0,0.0014647534827883371,0.0014647534827883371,1
